id_transaction,Montant_transaction,Type_transaction
215,98.18415588511476,7.0
216,45.771976990616686,9.0
217,146.4003793215308,9.0
218,335.2165873551658,7.0
219,161.71727857879998,7.0
220,30.9590009512564,9.0
221,160.08986585456077,9.0
222,404.4930444232856,9.0
223,24.76848164387489,2.0
224,145.85299722101087,7.0
225,342.85917666884694,7.0
226,34.478187748812395,9.0
227,398.76180734359207,7.0
228,42.83494131305242,9.0
229,69.7791685847925,7.0
230,217.07215930531075,7.0
231,257.85638519040856,9.0
232,206.32008028645112,7.0
233,310.01410174628074,7.0
234,65.93883522168386,7.0
235,312.09084118104823,9.0
236,46.22777893675242,7.0
237,25.824247187741147,9.0
238,178.466074146879,9.0
239,210.92582603032767,7.0
240,62.07718905240107,2.0
241,142.4557662621159,9.0
242,299.41753935528266,7.0
243,344.34686789612715,9.0
244,151.89913771556792,9.0
245,123.87093173103277,9.0
246,164.54009296910226,10.0
247,51.06009635387513,9.0
248,329.1103359066882,9.0
249,216.63752752891318,9.0
250,158.8908754526066,9.0
251,149.09326067553678,9.0
252,200.6232723145239,7.0
253,143.55767020914774,7.0
254,95.44386510979695,7.0
255,140.64424674703494,2.0
256,55.23318839402248,7.0
257,119.62550821070835,9.0
258,39.63661711875257,9.0
259,126.95932580856304,9.0
260,103.41797415016077,7.0
261,151.49500166955372,9.0
262,38.11162171608068,9.0
263,31.111517282382774,9.0
264,147.18602347704712,9.0
265,104.2617718280596,9.0
266,31.698525224379182,7.0
267,219.4666715603471,9.0
268,49.03361925618611,7.0
269,65.04023959909532,9.0
270,226.43010609693798,9.0
271,88.97692445618877,10.0
272,62.3506398121586,10.0
273,128.54119369247144,7.0
274,68.47527125755987,7.0
275,101.6595651422126,9.0
276,107.13866884666477,9.0
277,73.49619107464531,9.0
278,69.21410395533209,7.0
279,217.9616539028321,7.0
280,264.87559032075853,2.0
281,253.8005671172121,7.0
282,85.7360622356391,7.0
283,231.6555394054781,9.0
284,441.21895023043976,9.0
285,232.78178012886798,10.0
286,67.25145580309263,1.0
287,186.27178557435008,7.0
288,93.5533049530752,7.0
289,66.71408455239789,9.0
290,54.27121514537,9.0
291,68.47529265008951,9.0
292,274.8194238281821,9.0
293,124.70894975303308,9.0
294,134.49333742224582,7.0
295,246.76955303208575,7.0
296,140.36515205276874,9.0
297,274.70430696407,10.0
298,64.59638401580378,7.0
299,70.4514317666765,2.0
300,86.97720830187704,9.0
301,154.68296867826334,9.0
302,75.14016611270608,9.0
303,107.56540194332293,7.0
304,122.04113734465484,9.0
305,107.89632967575476,9.0
306,133.00857129128946,9.0
307,139.83435640367986,10.0
308,230.7453202778356,9.0
309,145.66334000136283,9.0
310,92.86833154792895,9.0
311,117.943370350484,7.0
312,75.259409117056,9.0
313,56.6034834056493,9.0
314,63.11812112583761,7.0
315,88.56579421221096,7.0
316,209.59759550337026,7.0
317,160.29674560948254,7.0
318,184.29478065384566,10.0
319,125.89149456380606,9.0
320,310.3041294304497,9.0
321,41.976533519850996,9.0
322,138.61232216680585,10.0
323,209.2138921835565,9.0
324,162.5656343013362,7.0
325,56.09768936974135,7.0
326,85.75835802207988,7.0
327,321.4973819016949,9.0
328,158.32364403247146,9.0
329,79.69169398059014,9.0
330,87.57476081413832,7.0
331,115.2993556088772,9.0
332,144.3774937491186,9.0
333,326.76952299509423,7.0
334,14.50269411852295,7.0
335,258.6095932173666,7.0
336,347.62358618938737,7.0
337,161.9928240116376,7.0
338,160.02103752311282,7.0
339,290.4843346749015,10.0
340,98.31805330906307,7.0
341,107.12160215536925,7.0
342,82.07775371600351,7.0
343,51.90470682581427,9.0
344,148.67733425613972,7.0
345,343.6604098902632,9.0
346,176.68148002525058,7.0
347,144.46085848659175,1.0
348,63.0384392592646,9.0
349,187.5546904492313,7.0
350,106.97255502524843,7.0
351,332.0048023761891,9.0
352,224.60417415145758,9.0
353,200.02952667621597,9.0
354,87.64441967822515,9.0
355,96.39513310065858,10.0
356,165.1336509982574,7.0
357,219.27059409057708,7.0
358,146.62050969213678,10.0
359,104.51513143105416,7.0
360,146.15819989804862,2.0
361,160.44321495842937,7.0
362,142.6575716952382,7.0
363,66.26409009000805,7.0
364,95.32424318051788,10.0
365,16.120757709051922,9.0
366,234.47450096710992,1.0
367,39.15635529140129,9.0
368,213.19434810995998,7.0
369,225.30010598050896,9.0
370,140.52828507147353,7.0
371,43.26075165966864,7.0
372,71.64799810055365,7.0
373,37.89068481586703,7.0
374,111.48570274791052,2.0
375,56.96322399164575,10.0
376,210.53023706161528,9.0
377,77.6139545313345,7.0
378,31.043368895742532,7.0
379,273.4759312754959,9.0
380,77.35448581276925,9.0
381,58.144841170201175,9.0
382,98.5988238676467,10.0
383,250.81333680132687,10.0
384,356.31652359641,9.0
385,68.17855294544107,7.0
386,71.94824265672943,7.0
387,113.11227707399121,9.0
388,151.88660567972113,9.0
389,190.7989924137853,7.0
390,106.98202005495972,9.0
391,95.20351822094291,9.0
392,195.97738670377163,7.0
393,140.7467779929714,7.0
394,118.17340573193192,9.0
395,210.1241510583281,2.0
396,18.709466334777673,9.0
397,39.16442360632253,10.0
398,67.88111535821193,9.0
399,43.89861634953971,9.0
400,29.080870238576942,9.0
401,88.56254499580402,7.0
402,95.5539129558918,7.0
403,140.33659891987423,9.0
404,82.57114305098041,7.0
405,81.19997130329756,9.0
406,29.38496503425495,9.0
407,117.7909635402472,9.0
408,257.06567236184304,7.0
409,118.45495726549872,7.0
410,183.91247742191325,7.0
411,70.32278889261822,9.0
412,114.45841751710823,7.0
413,134.85087771748618,2.0
414,451.6205804319305,7.0
415,104.52017236279177,10.0
416,186.25093155432785,7.0
417,45.013835016018334,7.0
418,81.31665746256527,9.0
419,183.71730909530197,7.0
420,36.335026834278594,10.0
421,137.32529189042825,7.0
422,213.90231350499928,7.0
423,118.0622212614568,7.0
424,64.16448538182094,7.0
425,452.77090284288835,9.0
426,48.0143942433776,7.0
427,187.97461571067876,9.0
428,27.83178109239039,10.0
429,71.11122801885249,10.0
430,139.21166241007904,9.0
431,45.386961162037466,7.0
432,142.27799057677132,7.0
433,187.0182161532065,7.0
434,250.4961242979102,7.0
435,94.2811575940514,9.0
436,163.49032579725557,7.0
437,219.41201174683488,9.0
438,104.1038538769772,9.0
439,95.87097730794866,7.0
440,165.06569936891663,10.0
441,18.734892699404973,10.0
442,143.35942201373962,9.0
443,23.31661269840126,7.0
444,92.02108112791176,7.0
445,57.375455763591596,9.0
446,6.5077406571680765,1.0
447,98.82666435229521,7.0
448,42.244433854985324,10.0
449,155.80234379415037,7.0
450,149.31083994970072,10.0
451,390.02020808837517,7.0
452,38.67601774137377,7.0
453,52.56212767552222,7.0
454,33.4565607260788,9.0
455,24.645073043967404,7.0
456,130.3008955825299,9.0
457,192.79710822273617,7.0
458,179.80206144791194,7.0
459,15.646184329271536,7.0
460,105.57465762867872,7.0
461,70.76847090213919,7.0
462,169.01290780291882,9.0
463,289.0945782300927,9.0
464,100.2023280550416,10.0
465,39.60051723629906,9.0
466,241.8273187410973,7.0
467,215.4722358855733,7.0
468,142.04766237851817,7.0
469,148.48184037073315,7.0
470,243.57262497912947,9.0
471,48.46276166807078,7.0
472,186.63284371986032,7.0
473,149.29537685997536,7.0
474,59.49463541227852,9.0
475,47.72827036448944,7.0
476,316.15511104361343,9.0
477,287.7646109513601,7.0
478,37.346847505971525,7.0
479,92.10948319118509,9.0
480,311.188437843,10.0
481,190.88749343303863,7.0
482,63.055265067743825,7.0
483,208.137838448634,2.0
484,63.112638637194564,7.0
485,240.2031369816455,7.0
486,77.49659785772414,9.0
487,167.27066218782454,7.0
488,190.33829394226336,7.0
489,244.4943078554275,7.0
490,87.74065129964737,7.0
491,97.3483663759248,9.0
492,73.91459168061922,7.0
493,160.4675460833824,10.0
494,414.54965904964445,9.0
495,44.61760951972104,9.0
496,195.25119389977925,9.0
497,182.70344351658684,7.0
498,133.20588824915734,7.0
499,74.82789475338265,1.0
500,131.45598243127452,7.0
501,244.20617432577015,9.0
502,198.52517915450932,7.0
503,119.81031443095912,7.0
504,303.2549757713676,7.0
505,187.28868296186798,7.0
506,72.90929928958181,9.0
507,205.8580153979386,7.0
508,331.83957069866364,1.0
509,280.0936866422078,7.0
510,229.38422990515855,9.0
511,108.06977160155243,10.0
512,272.33517180454044,9.0
513,46.606523312104436,7.0
514,157.88420098778545,7.0
515,320.13646076618886,7.0
516,85.80026203871556,7.0
517,213.34983905617383,7.0
518,145.8645387519789,10.0
519,69.66869226865097,2.0
520,206.26059039581185,7.0
521,56.135136184449365,7.0
522,10.755277042415482,7.0
523,94.37457432018043,7.0
524,128.96209315113904,9.0
525,42.581027553760975,7.0
526,165.98801461784177,1.0
527,52.30440286623571,7.0
528,85.70343787010715,7.0
529,153.95532920035532,9.0
530,114.6752699063694,7.0
531,293.8338573142652,9.0
532,69.56389858195831,9.0
533,141.7677879251162,9.0
534,325.4212326401484,9.0
535,240.83460344266132,9.0
536,68.43023501999966,7.0
537,84.77905192781779,7.0
538,177.2301435392565,7.0
539,161.6688932270463,9.0
540,44.84239182853101,7.0
541,223.8680033612239,9.0
542,126.03920018899849,7.0
543,88.88814667486695,10.0
544,182.1721502684037,9.0
545,94.3272603876145,9.0
546,106.56473408184219,7.0
547,344.9648305199287,9.0
548,188.61042771273296,9.0
549,230.83568366097703,7.0
550,155.91904818416623,7.0
551,214.81759749990937,7.0
552,105.96608922776613,9.0
553,9.092106238549077,9.0
554,232.5337590509637,9.0
555,219.06019797118356,9.0
556,219.01024811119962,9.0
557,37.95083983966301,9.0
558,47.558411943593114,1.0
559,74.25258795159854,9.0
560,79.18203388214467,7.0
561,149.5078507972523,9.0
562,90.06351332437515,9.0
563,153.45497084688606,9.0
564,251.3445646460277,7.0
565,108.37704541450093,7.0
566,93.74794559342772,10.0
567,133.87763302994554,1.0
568,143.45423287748824,1.0
569,83.89360134226206,7.0
570,79.7154658204651,10.0
571,443.55298354419665,7.0
572,153.35547245467473,7.0
573,146.22355125326843,9.0
574,30.20396503028811,10.0
575,176.8174068503437,1.0
576,152.60691561857385,7.0
577,14.43257335983902,7.0
578,172.9732686495343,9.0
579,42.87199344799033,7.0
580,161.7094329836103,7.0
581,31.318612937347414,7.0
582,150.9353021101399,9.0
583,209.63715832960446,9.0
584,114.8938885397698,9.0
585,139.21726775324186,7.0
586,318.5196695635279,9.0
587,170.56321679871516,7.0
588,67.84486774692087,9.0
589,174.83819390175046,9.0
590,277.9535713638956,7.0
591,110.26923533194879,9.0
592,82.3471877453098,9.0
593,275.2375484790608,7.0
594,64.24655713209236,7.0
595,88.80729856262406,9.0
596,106.39164243388565,7.0
597,180.0787847852151,7.0
598,117.98759085146378,7.0
599,161.74699752948553,1.0
600,210.53354515460705,7.0
601,32.540287643168305,9.0
602,86.32400474404476,7.0
603,170.53342246387527,9.0
604,42.584384904129905,7.0
605,101.12145723991532,7.0
606,11.18168209264358,7.0
607,81.59246589404553,7.0
608,111.99060941775656,7.0
609,266.6952207593668,7.0
610,139.4830926795128,7.0
611,166.85103578578952,7.0
612,150.12524203740415,7.0
613,32.68551555545353,7.0
614,67.75805234984357,7.0
615,124.82624766753568,7.0
616,14.753612012769954,7.0
617,136.5024999018912,7.0
618,98.69813584126095,7.0
619,110.343716203231,9.0
620,35.89025139919233,9.0
621,135.71874870212616,2.0
622,147.48972341434867,2.0
623,94.72552986424247,9.0
624,121.73889326896034,9.0
625,34.84118636809713,9.0
626,92.5820617627288,7.0
627,77.88225384570883,7.0
628,66.49391444417752,9.0
629,130.97889442314428,7.0
630,168.70330094909974,7.0
631,19.976550321815925,7.0
632,71.61475977331487,7.0
633,85.73472344509283,7.0
634,32.635230332275945,7.0
635,38.04265876789547,7.0
636,115.18289860642984,9.0
637,50.939560642390276,7.0
638,120.62297359284253,9.0
639,293.12705199166976,7.0
640,36.72628052050469,7.0
641,23.97292872776741,9.0
642,42.88055068983866,7.0
643,29.839307053880304,7.0
644,108.8006445871801,10.0
645,75.49168646753172,9.0
646,44.55648354462992,9.0
647,97.86232647362995,9.0
648,158.58890115168688,9.0
649,279.3542308548917,7.0
650,38.53149976696616,9.0
651,28.07017896449697,2.0
652,96.8180406829004,7.0
653,160.78486624260896,9.0
654,78.82283073326937,9.0
655,162.80417697295303,9.0
656,36.1931292015147,9.0
657,47.69371664391461,9.0
658,314.88794074247573,10.0
659,269.92265034007227,7.0
660,211.24771710524945,7.0
661,89.36916224596744,7.0
662,87.9938254675668,9.0
663,142.86124005812994,7.0
664,180.42942279986178,7.0
665,379.09923607815597,7.0
666,62.559783290482024,7.0
667,177.18978116323024,9.0
668,57.92630194489211,7.0
669,167.38272059205926,10.0
670,302.7488161700148,7.0
671,176.63990054654698,9.0
672,65.85489825659272,7.0
673,38.625125271070964,7.0
674,258.06320198943195,7.0
675,60.57564980092339,7.0
676,46.76834672042758,9.0
677,144.71198906874662,9.0
678,135.9635623324672,9.0
679,73.60040683378645,7.0
680,69.49382062936543,7.0
681,181.0148827767451,9.0
682,169.36002799494753,7.0
683,197.7314411592339,7.0
684,82.56698121930901,9.0
685,162.47517901857418,7.0
686,137.30271536448382,9.0
687,39.2502671618198,10.0
688,207.38046765235276,1.0
689,195.4765975970246,9.0
690,45.13963998481087,9.0
691,107.72261004078348,7.0
692,254.31900721092444,7.0
693,129.16031188301372,7.0
694,170.30358101189438,9.0
695,234.91131869752442,7.0
696,104.5845787425388,9.0
697,142.39283645220826,7.0
698,53.72086764685835,9.0
699,137.93241599660402,7.0
700,24.103991650459967,7.0
701,150.50242411083462,9.0
702,23.9352304202242,7.0
703,108.26315349785776,7.0
704,91.7318674089353,9.0
705,43.702633394623184,7.0
706,189.4729489692361,10.0
707,248.06392163968945,9.0
708,158.15364299877456,7.0
709,136.00886626325988,9.0
710,147.09575168962357,7.0
711,205.77943665925818,9.0
712,93.09923182382944,9.0
713,249.29727525759708,2.0
714,33.79360688614487,7.0
715,91.41195262436399,7.0
716,42.92093526754808,2.0
717,108.42856661479635,7.0
718,110.3200879116681,9.0
719,242.86597783969123,9.0
720,28.778449725209423,7.0
721,159.6286154361343,9.0
722,106.13048875464612,7.0
723,385.0124844121379,2.0
724,235.04123902183662,7.0
725,60.79091458229845,10.0
726,97.69549169094351,7.0
727,97.80669783102283,10.0
728,196.80909925937982,7.0
729,49.58755142410055,7.0
730,333.52583506921985,7.0
731,84.0202714764706,9.0
732,19.811393895777236,7.0
733,149.60021844012562,7.0
734,198.77885146478374,7.0
735,123.97885662972121,7.0
736,81.85374693773501,9.0
737,176.16515018792438,7.0
738,116.64170956861388,7.0
739,151.0869163671738,7.0
740,122.42544564684378,7.0
741,126.2390389647667,10.0
742,130.54822641076584,10.0
743,246.33810816329643,7.0
744,152.26116690540874,9.0
745,137.18155189051612,7.0
746,37.959950529569774,10.0
747,81.56441391378532,7.0
748,48.44712648381308,9.0
749,57.68053434783762,7.0
750,373.7303347649273,9.0
751,83.15707738372988,7.0
752,168.5623468556279,7.0
753,56.234087011055784,10.0
754,235.55998863092847,7.0
755,337.1980559736126,7.0
756,160.86557788192232,7.0
757,118.23934920406435,9.0
758,293.5084771561856,7.0
759,251.46094842365943,10.0
760,145.40646286471676,7.0
761,224.87881133180198,7.0
762,210.23012487649777,9.0
763,112.09798460656523,7.0
764,158.08616270921377,7.0
765,83.20764640273599,7.0
766,62.13446273885054,7.0
767,383.0762618604395,10.0
768,98.78058624527011,7.0
769,176.05901345410427,7.0
770,49.020059886535215,10.0
771,50.23985469601108,9.0
772,125.32567912726806,7.0
773,155.2487571477173,7.0
774,40.818535719443055,9.0
775,57.93600619341557,2.0
776,196.50494675260936,7.0
777,37.725830908226115,9.0
778,47.25884894292953,7.0
779,112.32542189893181,7.0
780,154.54193385874908,7.0
781,66.8306711143645,7.0
782,166.82464765951383,7.0
783,196.81849646783928,7.0
784,81.3095638776152,7.0
785,95.62181411413708,1.0
786,164.1407221333763,9.0
787,102.78995849899864,7.0
788,95.6175395740708,7.0
789,201.55813329749643,7.0
790,272.62679756313116,7.0
791,24.239225710083467,2.0
792,75.7469896204304,10.0
793,47.06657938089225,7.0
794,98.560603812577,7.0
795,169.04959234772355,7.0
796,61.86368997179762,10.0
797,147.70829722782733,10.0
798,235.61455030129474,2.0
799,69.83658632054406,9.0
800,216.63843664111943,7.0
801,93.37863298912049,7.0
802,53.92368787583358,7.0
803,34.538541203841056,7.0
804,32.248410417539674,7.0
805,356.12784731138925,9.0
806,83.56474904578079,7.0
807,128.15978384849095,7.0
808,243.73517212480698,9.0
809,156.34974905851357,9.0
810,192.85076285140303,9.0
811,103.88061293342246,7.0
812,193.517383497353,9.0
813,105.6916094642505,7.0
814,110.74464645958687,7.0
815,175.44691845925405,9.0
816,119.45051526538496,7.0
817,59.79931706753929,9.0
818,25.88882353505893,7.0
819,340.4687187970973,10.0
820,114.12025658408585,7.0
821,177.1498108639358,7.0
822,27.75502650706287,7.0
823,214.82190366187783,9.0
824,24.19007740485476,7.0
825,116.44126323809462,7.0
826,68.26972071893636,7.0
827,109.56105864680154,7.0
828,197.04071571976596,10.0
829,83.79636014061278,7.0
830,113.64418386944936,1.0
831,52.53850811681882,9.0
832,244.90475019849978,9.0
833,26.04671609816602,9.0
834,47.96318052183445,1.0
835,208.252878414226,9.0
836,125.99067506952532,9.0
837,159.5370342365107,7.0
838,65.31939274830421,7.0
839,10.781324331148992,7.0
840,62.074819179104225,10.0
841,33.431166398376696,7.0
842,62.71323795403243,7.0
843,38.921534074591925,7.0
844,127.16873310649572,9.0
845,146.33934731704431,7.0
846,89.19506860107741,7.0
847,197.14759123738347,1.0
848,32.18698631642868,10.0
849,101.11058006211391,2.0
850,123.36376125500132,7.0
851,60.77489412074677,7.0
852,51.73570752069728,7.0
853,62.261438110259256,7.0
854,46.68242592473299,10.0
855,127.8674110571084,7.0
856,131.7950385812767,9.0
857,22.456009069886502,7.0
858,220.82898232026574,10.0
859,45.01561429411785,7.0
860,9.323955800611053,9.0
861,142.43288982841634,10.0
862,59.77064931697301,7.0
863,212.9511169712488,9.0
864,118.12497270944729,7.0
865,147.36130445352478,7.0
866,145.8248009927723,7.0
867,78.18539523933173,7.0
868,73.39007710947232,7.0
869,57.69595645376479,7.0
870,104.33356734832779,9.0
871,157.7662514695046,9.0
872,112.42882647788021,7.0
873,71.06219530690119,7.0
874,186.79123418668706,7.0
875,396.1954410768273,7.0
876,58.43744499619925,9.0
877,72.60463655907273,7.0
878,28.579516513368134,7.0
879,192.69968799487827,7.0
880,65.58087630284214,9.0
881,94.17501949206068,9.0
882,186.40565817693886,9.0
883,183.58510347535903,10.0
884,49.94921026830229,9.0
885,259.9450337411253,7.0
886,121.46954284880393,7.0
887,159.92473317933212,7.0
888,292.610107872507,7.0
889,18.9503560332166,7.0
890,19.39940221045245,9.0
891,234.42272814868062,7.0
892,94.02553646546689,7.0
893,45.0394728903722,7.0
894,75.86555257208464,7.0
895,153.62161498149987,1.0
896,217.2570513210375,7.0
897,96.03296027287105,10.0
898,207.61865189877446,9.0
899,188.4165481132705,7.0
900,144.06990534320983,7.0
901,125.03067968274382,9.0
902,197.2106802250608,7.0
903,95.41858598495124,7.0
904,41.13371038253799,10.0
905,278.68636751047796,7.0
906,71.62418315613655,7.0
907,84.06154602628737,7.0
908,122.56952271171284,7.0
909,72.0768305048074,9.0
910,305.17261502805434,10.0
911,242.19978321192275,7.0
912,128.58932124725246,9.0
913,239.03002776292226,7.0
914,124.64444066231,1.0
915,36.949892435579216,9.0
916,213.65036015727563,7.0
917,148.19343372710608,7.0
918,219.41414608269298,9.0
919,117.65809740780693,7.0
920,88.55072267477587,10.0
921,179.31977747333067,7.0
922,210.37424349255662,10.0
923,75.70437503080579,9.0
924,99.45096280324188,7.0
925,89.29591244068091,7.0
926,149.59363388950044,9.0
927,36.766634776072564,9.0
928,55.661771617862605,7.0
929,128.51650036857336,7.0
930,149.56139517918731,7.0
931,124.79629866535912,7.0
932,183.23115458678532,9.0
933,412.11134445671667,9.0
934,81.90157990125378,7.0
935,193.98372164087706,7.0
936,138.30024399040994,7.0
937,62.836261293051756,7.0
938,151.14243257558888,9.0
939,69.93226037625367,9.0
940,172.97887601442622,9.0
941,177.95172139191337,7.0
942,188.92781710726848,7.0
943,100.57508726946051,7.0
944,256.4909075549541,2.0
945,30.54771473338459,7.0
946,112.62077309513347,10.0
947,186.7175275519087,9.0
948,114.62087927780615,7.0
949,25.7695681421408,7.0
950,76.38936548764683,7.0
951,155.19724942391932,7.0
952,53.00177487794796,9.0
953,296.5577830648618,7.0
954,235.207150915864,7.0
955,84.30159140366817,7.0
956,94.66361026882393,7.0
957,250.7692644634713,9.0
958,227.01912021260185,9.0
959,251.46076582512265,9.0
960,381.9330374792392,7.0
961,204.36359995294688,9.0
962,88.24022214369184,7.0
963,354.14121123497546,7.0
964,165.5907525191792,9.0
965,82.5968459244263,7.0
966,188.24124494933812,7.0
967,75.38439786179492,7.0
968,147.5858243913751,7.0
969,280.1606533587402,9.0
970,167.44153053280598,9.0
971,46.60803320626529,7.0
972,106.6075772489692,7.0
973,140.5032781680338,9.0
974,84.54678039220485,7.0
975,123.67454481976064,7.0
976,126.22602567910549,7.0
977,331.6653838914148,7.0
978,111.26247823689212,7.0
979,104.96751519620102,10.0
980,255.54779966124627,9.0
981,52.1020381298917,9.0
982,75.89089163349448,7.0
983,225.4815019279269,10.0
984,155.0783153529124,7.0
985,220.79934781933602,9.0
986,99.61708388339564,7.0
987,88.24761088003945,10.0
988,126.63421643837124,10.0
989,76.34002836635926,7.0
990,48.10948118993065,7.0
991,240.86729188377055,7.0
992,275.42024241417784,7.0
993,96.1665856320923,9.0
994,108.19915362896099,7.0
995,19.57672316506584,7.0
996,113.60491316171554,9.0
997,242.51350212520808,7.0
