id_transaction,Panier_moyen,Nombre_Transactions_10_Dernieres_heures
193,261.39696919502484,3.0
196,157.34582728210108,1.0
197,168.8758234609179,7.0
198,88.28254303875374,2.0
199,61.66140492654761,4.0
200,94.9844418253057,0.0
204,164.6291165813103,1.0
205,121.6149622607554,0.0
206,92.85358342211633,0.0
207,99.96275080253366,10.0
208,248.52211179106564,0.0
209,59.509757422884114,0.0
211,129.58374080827144,3.0
212,244.70666236177917,4.0
215,137.18118148632092,7.0
216,126.61441994721766,0.0
218,139.5502182253182,0.0
219,191.4124960660384,2.0
220,17.21354867924134,3.0
221,115.06940761215284,0.0
222,194.03142121145905,4.0
223,178.36014002902027,0.0
224,146.08242259233998,9.0
226,203.25760824914641,0.0
227,73.87585613861694,0.0
231,209.9547632462755,11.0
232,149.5457543337551,6.0
233,109.60799188029074,0.0
235,142.3953478939784,5.0
237,208.6703842341357,3.0
239,133.23169210421452,4.0
242,160.54217619485226,15.0
244,182.2113744607757,5.0
245,225.0862816893756,14.0
247,223.83219112800973,12.0
248,140.26731364430728,13.0
249,114.5184511324393,0.0
250,183.08923950267223,0.0
251,157.0751901621891,0.0
252,225.71288989735646,6.0
253,138.03732189336398,1.0
256,119.08544120286284,0.0
257,232.77338221909903,0.0
260,206.23088858997642,1.0
261,70.84203825680444,2.0
263,161.67865996314626,3.0
265,186.461751941975,9.0
267,118.70530001163534,0.0
271,93.49869091027918,3.0
272,155.7575296383501,2.0
273,117.13579170524662,0.0
274,284.68718150514906,0.0
276,47.19349283556792,4.0
277,137.4749023794741,1.0
280,129.84061093429418,0.0
282,100.66169838868858,0.0
286,139.66291574974906,0.0
287,138.53665689190083,0.0
288,234.66613911454832,0.0
289,136.65332881790204,0.0
290,112.6317886981328,12.0
291,111.18046389647816,0.0
294,215.28735360340005,0.0
295,30.624274699551663,0.0
296,178.3957908533251,3.0
298,164.88825336227939,0.0
300,147.06034844635758,0.0
301,171.57945241008738,0.0
302,121.06050029320835,9.0
306,226.02064945761614,0.0
307,106.1592891857294,0.0
308,189.6660969716377,5.0
310,98.41802949074777,1.0
315,182.099894057332,2.0
316,196.46640382176486,0.0
318,103.07708374184692,0.0
319,105.58735469261052,3.0
321,130.316485175305,0.0
322,188.67159774067886,7.0
323,140.63563510574264,3.0
324,130.50021155095834,8.0
325,197.3290484443552,0.0
327,165.06059684995688,3.0
328,47.737861462600186,6.0
329,100.37391615720304,0.0
331,178.47380973316658,0.0
332,139.81559346482618,8.0
333,98.44622802653255,0.0
334,156.9185274388102,13.0
335,231.4364556389879,0.0
337,192.767714287982,0.0
338,195.8495515489729,8.0
340,166.7996688969213,2.0
341,190.0432634118624,7.0
342,164.13301188453198,0.0
343,193.38344473757115,0.0
344,140.38177981727222,4.0
345,121.82822316751712,0.0
346,137.45227902870147,0.0
348,144.2588231326754,5.0
349,215.09789310750176,1.0
350,165.94243902555849,7.0
352,221.8125909992486,2.0
353,155.94881316521483,8.0
354,155.76665561853503,3.0
356,156.10848325880914,0.0
357,133.54248579089546,0.0
358,94.11521225513592,6.0
361,177.93301924055697,3.0
362,181.41658665796768,0.0
366,186.2052949784557,0.0
369,152.6123029269427,0.0
370,193.84477217065626,0.0
371,245.10128487435762,4.0
372,174.0347233286676,3.0
373,137.62778869537675,8.0
376,130.38458557563868,0.0
378,144.12249298511733,0.0
379,152.64461050860353,3.0
380,209.70297481130024,0.0
382,103.54521824997092,0.0
384,39.09324486189848,6.0
385,206.5964107458512,2.0
386,136.24498528169158,9.0
390,144.84036373831276,0.0
392,175.27857490236585,1.0
393,176.28191813771076,0.0
395,104.77085576958132,1.0
396,161.6741223089765,11.0
397,166.87376366851836,1.0
399,105.14334705672243,0.0
400,143.7243676069954,0.0
401,113.79379375643673,15.0
402,98.95850597692663,0.0
403,210.9170935376242,1.0
406,152.6961379418256,11.0
409,63.57340612102042,0.0
411,220.8797915271574,0.0
412,112.88115523918808,2.0
413,171.63054480530747,0.0
414,150.2142648325718,4.0
416,160.16479144894467,0.0
418,98.96118060273109,6.0
421,154.2377403764039,0.0
422,148.90959384475147,0.0
423,160.45448597851018,0.0
424,213.28755606837512,0.0
425,194.70181262977096,0.0
426,124.83934445212877,0.0
427,165.98411416267385,1.0
428,196.7710052654769,0.0
429,163.11982084865983,1.0
430,147.0508495244695,3.0
431,158.45363412357,0.0
432,196.52266462364207,2.0
433,157.56202552638575,0.0
434,78.72114756467656,0.0
436,156.42657565731204,0.0
438,130.17872842011576,0.0
439,129.63186020716591,10.0
440,206.63758466541594,4.0
442,98.55091830803148,0.0
443,171.2612941845681,0.0
444,170.43996410262707,0.0
445,108.98826201561826,0.0
447,130.90552852172905,0.0
448,182.8438578592361,5.0
449,121.59904437408623,3.0
454,131.29063788797254,6.0
457,87.67800151356705,0.0
458,211.76652740491932,0.0
459,80.28420316742344,2.0
460,85.10514088611353,0.0
461,145.60590320259834,0.0
462,138.06805335364814,0.0
464,181.94558562658332,0.0
465,210.48165361197948,0.0
466,200.79021144244888,3.0
468,95.43623829255243,0.0
469,104.20046439290896,0.0
470,163.01046631376875,0.0
471,228.52509347273758,8.0
472,118.0904045629519,5.0
475,145.94247753524604,0.0
478,208.28961271208684,21.0
479,190.70404751769408,0.0
480,66.16943534352157,21.0
482,59.60571632929359,3.0
483,191.88524084720748,9.0
484,85.6133644581774,0.0
485,103.97026295960951,0.0
486,201.8448452472026,0.0
487,135.85186119279717,10.0
489,113.38928538796593,0.0
490,215.8925923344579,5.0
491,112.89279931270096,0.0
492,165.49752147182463,0.0
494,199.58936364369342,14.0
495,102.59720223434557,0.0
496,86.31087531718666,0.0
499,89.67745769984256,3.0
500,110.94399675953902,3.0
502,144.83541924952343,10.0
503,151.1977224378675,0.0
504,244.0720302108028,0.0
505,92.85677482751808,2.0
506,69.97026841233168,0.0
507,121.30132130905102,15.0
508,166.3575411058303,0.0
509,121.84702781430668,6.0
510,164.837681262985,7.0
511,201.7376236370272,0.0
512,179.74401930402004,0.0
513,86.66320636463655,0.0
514,148.38706647662917,0.0
515,134.83449730587594,5.0
516,61.8071981135251,0.0
517,157.08404348217792,2.0
518,159.17117935815384,10.0
519,37.6034658872626,0.0
520,104.0727578530407,2.0
521,111.60994277628862,3.0
523,110.07071983390487,3.0
524,208.43222953696247,0.0
525,153.46308713808858,0.0
526,63.47273377939679,2.0
530,155.57809186835246,0.0
532,163.04137948188264,0.0
534,143.05629767660312,0.0
535,185.13644220041084,8.0
536,35.14316735496834,4.0
537,281.9329666553316,19.0
540,191.5682742372257,0.0
541,188.1959698920594,0.0
542,121.64694674003228,2.0
543,230.4403167825124,0.0
544,175.27947712578202,0.0
547,156.22890541883498,4.0
549,143.2934821733913,3.0
554,-5.84949054440915,3.0
555,145.3471463109958,0.0
556,197.10918401114358,4.0
559,129.40300553059524,12.0
560,248.12841873297,0.0
564,165.68462786818571,0.0
565,192.74439942071356,12.0
566,172.87847507283618,3.0
567,134.43552027931455,5.0
571,161.75602420952112,2.0
572,132.1441842848999,0.0
573,246.4916348307,5.0
575,75.01705047288317,0.0
576,191.35404767006253,3.0
577,176.95674350647113,0.0
579,132.57434535141974,2.0
580,114.25541204008512,7.0
581,193.6266215854014,0.0
583,194.65167300155758,2.0
588,245.39309446878792,5.0
590,124.4484003021492,6.0
591,163.8410757192489,0.0
592,173.01145061632428,0.0
593,148.93798919900058,0.0
594,94.39284577688964,2.0
595,134.0339963046005,0.0
596,198.21504014986203,0.0
597,105.92758614237101,1.0
598,159.86414901925934,0.0
600,69.91520375978608,15.0
601,216.62122739658875,0.0
603,121.9046672328028,2.0
604,141.36979636564288,0.0
605,120.84850583067312,0.0
606,197.26868537713483,6.0
607,211.51685572436958,6.0
608,210.35978605959943,0.0
610,164.29431772935467,4.0
611,137.68858077292992,0.0
612,172.34976812707316,0.0
613,137.61585768358105,5.0
614,198.60706910734902,16.0
615,142.15886217097284,4.0
616,148.86781857803638,0.0
617,145.86183132286288,2.0
619,153.0682683661319,0.0
620,139.50478990535086,1.0
621,76.68609809866642,0.0
622,87.11517628260471,0.0
624,85.53016576777084,1.0
625,193.00433949409333,0.0
627,170.05982333813645,3.0
628,80.00111160303534,0.0
630,212.79168261802985,0.0
631,139.8610735405997,0.0
632,157.46858200403955,0.0
633,220.5536328296561,12.0
634,165.33098928991242,7.0
637,176.5896209655379,1.0
638,100.84889608901732,2.0
639,150.56350338909357,6.0
641,182.93782233319442,0.0
642,129.2096234628418,0.0
643,235.00861254541667,0.0
644,157.4699791283166,3.0
646,207.6636404461495,0.0
647,224.7970990118744,9.0
648,209.76562501050137,3.0
649,149.6659368635647,4.0
650,182.51625940260686,0.0
651,226.50031152603242,2.0
652,145.2136837115622,0.0
653,188.5433675979756,0.0
655,169.2875002019411,4.0
657,214.60473073315936,1.0
658,271.6014493675659,4.0
660,130.82407046213584,0.0
661,120.48442603700151,17.0
662,162.2902522484889,0.0
664,236.34171645215162,0.0
666,192.18325383629625,0.0
670,121.04561494789496,1.0
671,232.1860483312496,7.0
674,122.38987524221159,1.0
675,205.76266131000182,2.0
677,205.0873893700872,0.0
679,60.64767519293142,3.0
680,178.64288251857784,1.0
682,116.7262284710597,0.0
683,173.40221973882294,0.0
684,131.5664583295337,0.0
685,122.44946790284857,0.0
686,218.7142838488775,0.0
687,206.14947161539934,2.0
688,185.78180723402585,19.0
689,128.41204821040407,12.0
692,87.181157359495,0.0
693,123.63423379471163,7.0
695,163.51101530669382,5.0
696,82.22465222707109,2.0
697,152.94613129282104,0.0
698,84.13199939399827,12.0
699,150.40225697190564,7.0
700,110.3759213442162,1.0
702,157.78209684971742,7.0
704,126.1192743207173,0.0
707,98.92354493976386,18.0
709,274.5969943839454,1.0
710,190.396034885792,1.0
711,112.35162364998357,2.0
712,220.14047541967489,0.0
715,155.04895720987722,0.0
716,184.0975992775556,0.0
718,63.20649028521743,2.0
719,201.72642390156486,0.0
720,116.61789496007532,4.0
721,131.32565523794742,1.0
722,88.96418523828653,0.0
723,155.3007404183975,3.0
724,157.87304467203163,2.0
726,87.5400226941201,10.0
728,239.8556324816857,0.0
729,138.42079844714308,1.0
731,150.98690840336002,9.0
732,106.98015116300265,0.0
733,142.38047647799362,0.0
734,164.0359509544258,0.0
735,120.50272682210851,0.0
736,154.67552646304284,3.0
737,172.09355868878387,0.0
738,131.8543532546289,8.0
739,194.39417721259645,0.0
741,138.98039910919428,0.0
742,195.41704361805512,2.0
743,242.68005520313125,6.0
746,196.51014182009567,0.0
747,154.67683695676604,0.0
748,153.43472335311992,1.0
749,214.19045147898663,0.0
751,137.01598048756,3.0
752,155.58861204672363,1.0
754,153.13838436433088,10.0
755,215.51057475477236,6.0
757,204.78570885870937,0.0
762,85.26878147403147,2.0
763,189.6509138659224,6.0
764,156.2805895955409,0.0
766,136.43061727149143,0.0
767,197.93488295865453,4.0
769,129.83043053293457,5.0
770,180.48863639365555,0.0
773,145.89044462006075,3.0
776,128.66748736965053,2.0
779,118.16245426828415,11.0
782,188.02341259006863,0.0
783,172.8591179632243,0.0
784,136.88398161432042,4.0
785,181.7146594323218,3.0
787,184.11364176403103,1.0
791,165.887459129763,4.0
792,218.4506130822288,0.0
793,138.1917550191708,15.0
794,133.05290380787082,0.0
795,120.84238747680284,0.0
796,129.29500757406495,0.0
797,139.09042040065762,1.0
798,177.03241114922332,0.0
800,227.09089939337815,0.0
802,191.2164110440289,16.0
803,170.60553130494011,0.0
804,131.22909369061267,5.0
806,116.03964578397579,6.0
808,159.27503245813998,8.0
809,58.49037235847054,9.0
810,113.69800426682379,4.0
811,214.1451419587209,12.0
813,68.4977527111905,6.0
814,115.45594152732549,5.0
815,101.82983420266355,11.0
816,220.67094720962075,0.0
817,151.9842865755879,0.0
820,101.86266681190249,9.0
821,155.3251179008772,0.0
822,110.83580399006337,3.0
823,86.34170169542715,0.0
824,110.65032797911373,3.0
825,90.44146465216288,5.0
826,187.47823289947013,2.0
827,74.94701564546841,3.0
828,172.5483029292598,0.0
829,35.49244700847231,0.0
830,141.84424312854543,0.0
834,123.70269086961522,0.0
835,-36.03226640878029,2.0
837,230.7138290362151,15.0
840,186.15382461632726,0.0
841,118.14657345087312,0.0
848,137.1352859963577,0.0
852,131.38167699970734,0.0
853,181.01167984848232,0.0
854,186.8981905761124,0.0
855,115.82382917744852,0.0
856,92.74748703842184,2.0
857,158.20219835002868,14.0
859,155.66849332727082,1.0
862,47.24304834075835,0.0
863,55.65920325185357,2.0
864,170.23965509173496,0.0
865,121.9543140150172,3.0
866,206.50775384059486,1.0
867,177.89585949056664,0.0
869,130.54485829147197,0.0
870,211.46921409716342,0.0
871,66.05821803523763,11.0
872,195.27865950423492,0.0
873,90.42494427124224,0.0
874,187.9964018484086,3.0
876,65.21647078620472,0.0
878,147.32878769214588,6.0
879,201.75832129692432,5.0
880,137.00240210511828,0.0
882,115.61559670342942,0.0
883,154.93615183738612,0.0
885,210.93742151195988,0.0
886,161.11896137736412,0.0
889,167.89755287450572,4.0
890,106.51466939246667,11.0
891,115.98038603706185,0.0
894,132.1982307877273,2.0
895,114.93412768558431,0.0
896,106.2224858945783,0.0
897,123.20044507946936,6.0
899,56.48361003307127,0.0
901,122.5502211887006,6.0
902,169.56148952660456,5.0
905,170.2768248396266,1.0
907,132.2856402902924,5.0
908,157.59172017646696,1.0
909,143.18552970804734,9.0
911,213.14824194361282,1.0
912,141.8734946097477,0.0
913,63.982241436731435,0.0
916,169.0989238244796,5.0
917,196.0506698659571,0.0
919,117.01432660811815,2.0
920,41.31439865695809,1.0
922,146.3823238497635,3.0
923,136.00353156434898,7.0
924,222.51750714478104,0.0
925,168.57221332376562,9.0
927,244.98898520574213,0.0
928,190.4406975250752,0.0
929,123.3806395103968,2.0
930,211.65156224203614,0.0
932,163.37459800004655,0.0
933,231.302025011367,7.0
936,183.30663600632087,2.0
937,140.4891699000704,10.0
938,117.96659721418754,3.0
939,131.45839256210922,0.0
940,56.15893852124958,0.0
941,94.36979995905844,11.0
943,181.06998624186684,9.0
945,166.0940466773379,12.0
947,118.61818333891384,0.0
948,178.51617742391548,3.0
949,161.36940295449267,5.0
950,151.94248056070145,3.0
952,121.52931424065667,9.0
953,143.74042710803087,2.0
955,204.6383580621341,0.0
956,107.39742714087143,0.0
957,194.53389145626755,0.0
960,147.3234564942042,7.0
961,105.50103282582434,2.0
964,166.53183604604692,0.0
966,102.8112521004293,0.0
967,163.2642458038754,1.0
968,203.31798432556658,0.0
969,125.132160281499,16.0
971,216.03285119162743,0.0
974,116.42305381739884,12.0
975,233.40060010767456,5.0
976,123.4746353625308,0.0
977,98.89800817641836,12.0
978,166.32405239664214,2.0
980,68.31651113436043,0.0
981,121.45262735218573,7.0
983,123.41134270621109,0.0
984,96.39546980397364,0.0
987,175.34823673376468,0.0
988,151.24113516000432,0.0
990,175.02688077859318,8.0
993,47.134306938589724,0.0
994,254.23249516793717,0.0
995,171.65800765996678,1.0
996,102.6010351567499,0.0
1001,185.80422779949532,11.0
1002,166.57140590285294,0.0
1003,153.7491752723785,5.0
1004,132.38842591687495,0.0
1005,117.50454714705927,1.0
1006,207.8632582559357,1.0
1007,146.19328640474384,0.0
1009,159.15011727322715,7.0
1010,152.90884999713498,0.0
1011,124.0726397615355,0.0
1013,161.54709659092129,1.0
1015,156.18586808147242,1.0
1017,141.29854413043043,5.0
1018,113.68438432853546,9.0
1019,200.2075647808052,0.0
1020,151.61808635290737,12.0
1021,206.82209897698158,0.0
1022,256.20587612723307,0.0
1023,97.38893093561045,0.0
1024,129.1926026807878,0.0
1025,215.25773430007146,0.0
1027,155.3072426774251,22.0
1029,125.00745849816349,2.0
1030,85.34703722763435,3.0
1031,169.23233955888568,5.0
1034,120.33194729670336,2.0
1037,202.7023102983,0.0
1039,174.83387341419845,5.0
1040,143.7251862733493,0.0
1041,189.81771934292422,4.0
1042,130.21969923332216,0.0
1043,104.1402689977168,0.0
1045,137.16223809956065,2.0
1046,115.56945701235298,9.0
1048,159.57933283406788,0.0
1051,140.66414788893815,6.0
1053,166.572030354996,0.0
1055,127.6660639059382,0.0
1056,143.0962857312844,0.0
1057,79.06566478697582,0.0
1058,147.7898781031715,0.0
1059,142.57796206268875,0.0
1060,154.5243903855365,2.0
1061,109.02597488145412,4.0
1062,206.98819804691712,4.0
1064,195.23838617978265,0.0
1065,161.4825130438504,0.0
1066,53.9471749315841,0.0
1067,159.97728156323686,0.0
1068,105.19430763732076,0.0
1069,96.59640903421166,0.0
1074,170.85782663871802,2.0
1075,136.3177933766722,0.0
1076,107.59532331655264,6.0
1079,136.99285341459543,2.0
1080,111.50398332101082,0.0
1082,202.3052626823885,0.0
1083,134.7737658731445,0.0
1085,56.83300832958994,6.0
1086,100.90865982014404,5.0
1087,153.91506766754063,0.0
1088,200.765690732912,0.0
1089,188.24479255919238,2.0
1090,179.5326076212625,7.0
1091,149.3364022435059,0.0
1092,165.71213806815842,3.0
1093,189.46244122715018,0.0
1094,67.99466465976148,3.0
1095,69.0962626256787,2.0
1097,122.807915511696,0.0
1099,208.53300091367103,1.0
1100,196.65957767234187,0.0
1101,171.79783576066586,10.0
1102,131.62531504126622,1.0
1104,148.5299756073339,5.0
1106,223.51380335139862,10.0
1107,100.17679537782871,5.0
1108,86.14596979828094,2.0
1109,67.35753259246482,5.0
1110,215.314369976925,0.0
1111,108.51538336746668,0.0
1112,93.77027828332834,0.0
1118,160.06508805540332,1.0
1119,174.35973909588955,10.0
1120,229.16372161310815,0.0
1122,132.34861412376858,0.0
1123,221.01898766405807,11.0
1125,111.96045897442015,5.0
1126,96.32398582876772,0.0
1127,126.71414115044507,0.0
1128,143.56146788007527,2.0
1130,109.5051074795842,0.0
1134,217.08126039541992,3.0
1135,128.0288167694701,12.0
1136,100.88678258682695,0.0
1138,147.23262497315642,1.0
1139,82.52875261146802,0.0
1140,130.87302220283374,9.0
1143,81.66494823691082,10.0
1144,78.20708219727713,5.0
1145,191.26421010240574,3.0
1147,166.15943401034892,1.0
1151,114.67241733975212,5.0
1152,146.86172624697994,5.0
1153,154.99157241408992,0.0
1154,225.92654628349015,0.0
1155,248.4897770265769,12.0
1156,135.44528194631408,0.0
1157,42.24686743379309,14.0
1160,95.13167598940773,0.0
1161,255.5314942008496,5.0
1162,127.72613631636152,0.0
1163,99.48051428157514,0.0
1165,128.50183531211306,0.0
1166,226.1202304529016,0.0
1168,106.76604756756821,0.0
1169,186.5691088859002,0.0
1170,123.73927882651115,3.0
1172,137.70007310176177,7.0
1173,100.67879341982788,0.0
1174,84.76845089332666,2.0
1175,91.81130823133688,4.0
1177,156.37937206803937,0.0
1178,176.44404708865295,3.0
1179,75.56564913048298,7.0
1181,72.61734233767507,0.0
1182,18.85917127476196,5.0
1183,189.9936638829842,0.0
1184,192.9121678842729,0.0
1185,128.6424761310922,3.0
1186,81.8473988818181,10.0
1188,87.480692051395,3.0
1189,99.16394324711702,3.0
1190,148.59337471910845,3.0
1192,135.2051172285222,7.0
1193,209.4763298177343,0.0
1195,58.03368968290932,0.0
1196,118.23147515212055,5.0
1197,116.21950051029829,0.0
1198,121.915333022547,10.0
1200,97.65339247774813,4.0
1201,239.67248748402767,2.0
1203,158.9386748426605,11.0
1204,175.93156274846407,12.0
1205,194.60227643862115,3.0
1207,116.63934435702878,3.0
1209,90.93577018614631,0.0
1210,123.784025138988,4.0
1211,217.62287319018174,16.0
1212,159.56774928397718,0.0
1213,114.05903396022345,0.0
1214,178.25108864521724,6.0
1217,201.53396715884116,12.0
1218,103.80470510003906,2.0
1220,150.10406918453882,5.0
1222,156.14499449772688,0.0
1223,139.87170134243777,0.0
1224,129.1137319348836,7.0
1225,214.52155029389175,4.0
1226,116.63501768104342,0.0
1228,160.33370547123963,0.0
1229,90.07296235723913,0.0
1230,185.0170355430493,0.0
1232,156.7210293032769,8.0
1233,126.2106401063856,0.0
1234,131.5133735057107,0.0
1235,104.19932203750423,0.0
1236,104.13744092889657,0.0
1238,94.74982033812746,17.0
1240,190.0598692620987,3.0
1241,40.26933600842743,0.0
1242,216.2947802075121,1.0
1243,141.91888043575761,0.0
1244,142.69876061992198,0.0
1245,165.10334928351622,3.0
1247,236.8812630823209,0.0
1248,156.93380706424244,2.0
1249,146.26114786176183,0.0
1250,52.82263530922474,2.0
1251,119.38334485605029,2.0
1255,199.36056974995026,9.0
1256,148.33553858678908,0.0
1258,139.8093459510919,0.0
1260,124.6562868401027,1.0
1261,168.23090974341204,5.0
1264,191.77006799060916,12.0
1266,92.09230275512544,3.0
1269,118.3066107356472,0.0
1271,204.67359237103986,7.0
1274,113.91791383072449,0.0
1277,173.03818242486398,0.0
1278,158.04317221801585,0.0
1279,250.67167077609108,0.0
1280,211.415008605004,4.0
1281,94.2863415441719,6.0
1282,158.36652400341703,5.0
1284,221.16584745047845,0.0
1286,97.99081588823583,21.0
1287,168.87311813461068,4.0
1288,100.53090874697833,3.0
1290,149.2820156932106,13.0
1292,139.2084623352116,0.0
1294,197.7718793961488,7.0
1295,157.7272525911599,0.0
1296,151.59515022741942,0.0
1299,162.17535992431038,0.0
1301,196.32964162416283,0.0
1302,233.3134319444075,0.0
1304,245.37765603770745,0.0
1308,138.69316466584536,0.0
1310,110.9474722786026,2.0
1311,96.3617068910368,7.0
1314,307.45391646455056,0.0
1315,104.49022542524565,0.0
1317,202.76907141900642,0.0
1320,147.6604860891129,0.0
1321,120.12658939506784,0.0
1322,74.62017814820311,2.0
1323,85.88911301073543,0.0
1324,191.7323935533183,15.0
1325,129.71821405923282,4.0
1329,109.56509837405794,0.0
1330,214.7788526598624,0.0
1331,120.2267840971163,1.0
1333,120.54742056617914,0.0
1335,74.55833661362598,0.0
1337,131.64192332937552,5.0
1338,123.57232874148512,5.0
1339,172.87348935700217,0.0
1340,66.14497987175261,8.0
1341,121.48393190844428,2.0
1342,227.79795174123242,0.0
1343,151.33621129708482,0.0
1347,115.79178465885781,2.0
1348,142.94612658698298,0.0
1349,150.70480565598928,0.0
1350,185.94139908345574,0.0
1351,136.11627294392753,1.0
1353,148.35825351471794,9.0
1354,192.85002407897773,6.0
1355,155.88520737936122,0.0
1356,198.60277631255482,0.0
1357,117.0042172891923,12.0
1359,244.08044930065842,7.0
1360,141.34974093471033,0.0
1361,110.77202180527705,0.0
1363,117.92559934125728,7.0
1364,153.97879188803034,5.0
1367,123.383175242492,0.0
1368,221.796503374888,0.0
1369,215.7843705150142,0.0
1370,160.46612447185154,2.0
1372,190.10691319552865,1.0
1373,145.25599903324073,6.0
1374,109.54759510468635,11.0
1375,118.9378344385354,0.0
1376,60.78324406691054,0.0
1377,117.15618119977259,4.0
1378,123.88000090532428,0.0
1379,107.5582958685217,2.0
1382,190.38587373330375,2.0
1383,152.35911541489867,0.0
1384,165.98068465629655,7.0
1385,76.7220960063548,15.0
1387,158.97554755010594,0.0
1388,249.3448660294394,0.0
1389,150.9628906932609,5.0
1390,238.1123253366057,5.0
1391,140.4795529887759,0.0
1394,107.71298777302721,4.0
1396,232.44732718527584,0.0
1397,202.8452831861203,5.0
1398,80.6202342454413,0.0
1399,101.41284678209765,3.0
1401,114.8589853480088,5.0
1405,129.60305363020282,0.0
1408,140.30059014360552,6.0
1410,96.01119128712652,4.0
1411,109.32669890007776,0.0
1412,178.66322159006248,11.0
1414,114.1308619810838,17.0
1416,204.22496866158002,8.0
1417,141.6230666046515,3.0
1419,137.22583359696495,0.0
1421,174.32359687015222,0.0
1423,122.34571562802643,0.0
1424,163.15909538624115,6.0
1425,165.04139001522395,0.0
1426,156.32056188300112,0.0
1427,133.67205779665994,4.0
1428,204.217446754258,0.0
1429,160.05577839021169,3.0
1430,86.43944300670016,0.0
1431,306.8708855328673,0.0
1432,151.55462655987446,0.0
1434,132.01999690274684,0.0
1435,140.61570024285248,0.0
1437,156.22549836107177,0.0
1438,152.13869102008826,0.0
1439,124.07601327314708,5.0
1440,83.77891296231174,3.0
1442,154.8329413055837,6.0
1443,256.141462126422,7.0
1445,159.26675929846547,9.0
1446,100.9358470647839,8.0
1447,83.80465221213001,0.0
1448,118.62623046384708,4.0
1449,184.94151382320075,0.0
1450,160.82280686279802,3.0
1454,177.78001938354663,0.0
1455,184.32430461282863,0.0
1457,232.25756388980938,0.0
1458,153.6270325035463,3.0
1459,73.96129872022541,0.0
1460,167.54322408630796,0.0
1461,125.3525354773475,0.0
1463,190.83689131832085,2.0
1464,149.73283900798828,0.0
1465,161.43314870002268,0.0
1466,211.06740301327625,0.0
1467,105.80406080682684,0.0
1468,142.18606355266732,14.0
